,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
2193,marcus rashford_1997_manchester utd,Marcus Rashford,ENG,Marcus,Rashford,FW,,Manchester Utd,Premier League,25,1997,25.2,2,9,5,2,0,2.3,8.1,95,65,184,7,60,19,31.7,0.08,0.26,7.4,5.8,0.10,-0.8,559,75.3,2035,351,84.0,139,72.4,33,54.1,2.8,-0.3,23,34,30,1,6,35,87,12,19,12,9,4,6,9,26,34.6,15,1,4,23,21,0,1024,24,124,345,570,130,109,48,44.0,48.6,689,2388,51,64,38,13,21,12,81,15,36.6
2194,giacomo raspadori_2000_napoli,Giacomo Raspadori,ITA,Giacomo,Raspadori,FW,MF,Napoli,Serie A,23,2000,17.6,3,8,5,0,0,4.0,8.5,29,54,139,5,60,24,40.0,0.08,0.21,5.9,4.5,0.07,+0.5,525,74.0,1615,242,83.7,198,76.7,67,59.3,3.0,-1.0,36,38,15,5,6,65,75,3,21,10,6,10,5,6,15,40.0,15,1,3,24,7,0,886,5,69,373,449,90,30,14,46.7,46.7,540,895,18,12,18,17,19,5,53,7,28.0
2195,andrei ratiu_1998_rayo vallecano,Andrei Ratiu,ROU,Andrei,Ratiu,DF,MF,Rayo Vallecano,La Liga,25,1998,7.0,0,0,0,1,0,0.6,0.9,28,19,25,0,6,1,16.7,0.00,0.00,0.3,0.3,0.05,-0.3,245,78.3,1243,135,84.9,90,83.3,16,59.3,0.6,-0.6,6,15,5,3,0,18,11,0,12,4,6,5,1,8,15,53.3,4,1,0,12,12,0,392,22,121,157,116,18,29,13,44.8,48.3,178,729,19,8,7,2,4,0,39,6,46.2
2196,raúl_2000_osasuna,Raúl,ESP,Raúl,,FW,,Osasuna,La Liga,22,2000,15.1,1,7,6,4,0,0.6,5.5,16,22,68,6,33,12,36.4,0.18,0.50,4.9,4.9,0.15,+1.1,191,62.4,453,128,67.4,46,67.6,6,60.0,0.8,+0.4,10,14,6,0,1,6,22,2,10,4,4,2,4,2,10,20.0,9,1,5,15,11,0,455,12,35,199,224,64,21,6,28.6,61.9,221,381,11,7,16,13,12,9,28,50,42.0
2197,david raum_1998_rb leipzig,David Raum,GER,David,Raum,DF,,RB Leipzig,Bundesliga,25,1998,30.4,8,10,2,6,0,7.3,8.0,77,131,246,2,14,4,28.6,0.14,0.50,0.8,0.8,0.05,+1.2,1566,72.7,10264,680,88.4,697,76.9,162,43.7,10.7,+0.7,68,92,62,34,2,306,101,13,58,35,24,29,5,34,58,58.6,51,9,27,85,82,2,2442,88,653,1002,807,45,32,18,56.3,40.6,1223,2900,44,15,15,28,12,4,169,27,57.4
2198,federico ravaglia_1999_bologna,Federico Ravaglia,ITA,Federico,Ravaglia,GK,,Bologna,Serie A,23,1999,5.9,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,166,80.6,2149,58,100.0,82,98.8,25,39.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,218,195,214,4,0,0,1,1,100.0,0.0,132,320,0,0,0,0,0,0,4,1,100.0
2199,david raya_1995_arsenal,David Raya,ESP,David,Raya,GK,,Arsenal,Premier League,27,1995,32.0,0,0,0,2,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0.0,800,74.9,14108,228,98.7,387,99.0,183,41.7,0.1,0.0,0,30,0,0,0,0,4,0,1,1,1,0,0,1,1,100.0,0,0,0,1,8,5,1099,764,1060,39,0,0,0,0,0,0,728,1992,0,0,0,0,4,0,38,5,83.3
2200,tim ream_1987_fulham,Tim Ream,USA,Tim,Ream,DF,,Fulham,Premier League,35,1987,16.7,0,1,1,4,1,0.0,1.0,11,65,3,1,1,1,100.0,1.00,1.00,1.0,1.0,0.96,0.0,944,89.1,6949,308,92.5,515,92.1,110,76.9,0.1,0.0,0,78,1,0,0,1,10,1,20,9,13,5,2,9,18,50.0,23,15,25,45,61,2,1206,160,585,600,30,7,7,6,85.7,14.3,739,2723,6,2,3,8,6,1,79,25,56.8
2201,abderrahman rebbach_1998_alavés,Abderrahman Rebbach,ALG,Abderrahman,Rebbach,FW,MF,Alavés,La Liga,24,1998,8.0,0,1,1,1,0,1.8,2.6,34,14,78,1,17,4,23.5,0.06,0.25,0.8,0.8,0.05,+0.2,124,55.1,845,63,75.0,40,59.7,17,37.8,1.7,-1.8,18,12,6,3,0,63,29,0,9,5,4,2,3,5,15,33.3,10,1,3,12,7,0,343,6,46,102,198,36,28,10,35.7,57.1,180,763,15,18,12,13,10,3,31,7,35.0
2202,nathan redmond_1994_burnley,Nathan Redmond,ENG,Nathan,Redmond,FW,MF,Burnley,Premier League,29,1994,1.6,0,0,0,1,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.0,0.0,0,0.0,48,65.8,137,30,83.3,11,57.9,4,44.4,0.4,-0.3,3,3,4,1,0,3,8,1,2,1,0,0,2,1,4,25.0,1,0,0,2,3,0,88,3,10,31,50,9,6,4,66.7,33.3,57,291,5,1,2,4,2,2,6,1,50.0
2203,harrison reed_1995_fulham,Harrison Reed,ENG,Harrison,Reed,MF,,Fulham,Premier League,28,1995,14.7,2,2,0,6,0,1.1,1.4,10,56,40,0,9,2,22.2,0.00,0.00,0.3,0.3,0.03,-0.3,627,83.8,2279,306,89.7,263,88.3,33,64.7,1.5,+0.9,14,40,15,2,2,19,29,5,29,18,9,17,3,13,31,41.9,19,9,11,40,24,0,883,34,214,488,182,10,10,5,50.0,50.0,449,590,10,1,13,26,10,0,72,9,40.9
2204,sergio reguilón_1996_manchester utd,Sergio Reguilón,ESP,Sergio,Reguilón,DF,,Manchester Utd,Premier League,26,1996,4.6,0,0,0,3,0,0.7,0.9,11,27,38,0,4,0,0.0,0.00,0,0.2,0.2,0.05,-0.2,244,77.7,1356,137,87.3,84,75.7,16,61.5,0.6,-0.7,8,20,4,2,0,29,15,1,13,8,6,2,5,8,17,47.1,10,0,5,18,7,0,378,8,70,155,155,9,11,3,27.3,36.4,184,441,4,2,1,4,11,3,21,5,35.7
2205,sergio reguilón_1996_brentford,Sergio Reguilón,ESP,Sergio,Reguilón,DF,,Brentford,Premier League,26,1996,12.4,4,4,0,4,1,2.8,3.6,34,38,40,0,13,1,7.7,0.00,0.00,0.8,0.8,0.06,-0.8,351,67.2,2626,161,83.0,147,73.1,34,41.5,2.2,+1.2,20,17,17,13,1,72,35,6,45,20,26,18,1,24,40,60.0,23,6,16,61,41,1,708,55,242,253,228,22,26,13,50.0,42.3,318,1160,25,2,5,10,15,1,75,14,41.2
2206,bobby reid_1993_fulham,Bobby Reid,JAM,Bobby,Reid,FW,,Fulham,Premier League,30,1993,15.8,2,8,6,4,0,1.8,6.4,35,47,95,6,33,8,24.2,0.18,0.75,4.6,4.6,0.14,+1.4,364,74.7,1431,211,87.9,112,71.3,17,45.9,1.2,+0.2,17,25,17,5,2,35,35,4,22,14,5,15,2,4,16,25.0,24,2,5,27,14,0,671,23,98,301,277,55,25,8,32.0,48.0,389,900,18,11,10,16,25,4,60,13,35.1
2207,tijjani reijnders_1998_milan,Tijjani Reijnders,NED,Tijjani,Reijnders,MF,,Milan,Serie A,25,1998,31.3,3,6,3,8,0,3.7,7.0,88,204,90,3,44,9,20.5,0.07,0.33,3.2,3.2,0.07,-0.2,1575,90.2,6527,773,94.0,664,93.8,92,71.3,4.1,-0.7,50,168,37,6,7,39,132,18,46,25,10,31,5,21,43,48.8,26,8,18,64,26,0,2022,54,323,1181,533,62,55,35,63.6,30.9,1367,4195,81,18,38,21,20,1,136,8,30.8
2208,pepe reina_1982_villarreal,Pepe Reina,ESP,Pepe,Reina,GK,,Villarreal,La Liga,40,1982,2.0,0,0,0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,57,82.6,1057,11,100.0,32,100.0,14,53.8,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,69,73,0,0,0,0,0,0,0,47,156,0,0,0,0,0,0,0,1,100.0
2209,reinier_2002_frosinone,Reinier,BRA,Reinier,,MF,FW,Frosinone,Serie A,21,2002,11.8,2,4,2,3,0,1.9,3.2,10,32,42,2,14,6,42.9,0.14,0.33,1.3,1.3,0.09,+0.7,318,79.3,1095,192,87.3,103,76.9,13,68.4,0.7,+0.1,16,27,15,2,2,13,34,5,21,10,6,12,3,5,17,29.4,24,4,10,31,5,0,528,10,67,256,211,33,18,9,50.0,44.4,269,524,7,1,15,17,9,1,54,9,33.3
2210,rocco reitz_2002_gladbach,Rocco Reitz,GER,Rocco,Reitz,MF,,Gladbach,Bundesliga,21,2002,23.7,3,9,6,2,0,2.4,6.0,41,110,58,6,33,14,42.4,0.18,0.43,3.7,3.7,0.11,+2.3,782,75.0,4208,417,85.3,285,77.4,54,54.5,2.6,+0.6,20,80,17,2,11,15,63,8,61,36,28,29,4,28,55,50.9,61,20,44,105,31,1,1377,54,380,758,259,46,52,20,38.5,48.1,788,1648,29,12,30,26,45,2,171,13,33.3
2211,álex remiro_1995_real sociedad,Álex Remiro,ESP,Álex,Remiro,GK,,Real Sociedad,La Liga,28,1995,36.4,0,0,0,3,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,965,76.7,19177,165,100.0,489,98.8,310,52.4,0.1,0.0,1,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1353,1103,1338,15,0,0,0,0,0,0,783,1947,0,0,0,1,4,0,60,6,100.0
2212,guillaume restes_2005_toulouse,Guillaume Restes,FRA,Guillaume,Restes,GK,,Toulouse,Ligue 1,18,2005,34.0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,666,74.2,10808,173,99.4,333,97.4,156,41.8,0.0,0.0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0,0,0,0,19,1,990,813,982,8,0,0,1,1,100.0,0.0,594,1714,0,0,0,1,11,0,42,2,100.0
2213,mateo retegui_1999_genoa,Mateo Retegui,ITA,Mateo,Retegui,FW,,Genoa,Serie A,24,1999,24.6,2,9,6,5,0,0.7,5.8,18,17,112,7,62,22,35.5,0.10,0.27,5.8,5.0,0.08,+1.0,265,64.3,410,177,76.0,61,58.7,6,40.0,0.6,+1.3,11,10,5,0,0,20,29,4,17,9,7,8,2,6,20,30.0,18,2,0,17,30,0,685,33,77,307,308,92,36,14,38.9,50.0,393,386,12,8,40,36,25,4,58,60,49.6
2214,marco reus_1989_dortmund,Marco Reus,GER,Marco,Reus,MF,FW,Dortmund,Bundesliga,34,1989,17.8,8,14,6,2,0,5.1,11.7,31,64,89,6,42,20,47.6,0.14,0.30,6.5,6.5,0.16,-0.5,588,83.2,2071,339,90.6,172,85.1,30,65.2,3.7,+2.9,36,38,20,2,6,32,69,10,37,25,20,14,3,12,27,44.4,17,2,5,42,18,0,907,31,150,404,363,77,21,8,38.1,47.6,497,1275,33,7,15,21,21,4,58,13,41.9
2215,elvis rexhbeçaj_1997_augsburg,Elvis Rexhbeçaj,KVX,Elvis,Rexhbeçaj,MF,,Augsburg,Bundesliga,25,1997,22.1,0,2,1,4,0,0.5,1.5,15,91,51,2,28,3,10.7,0.04,0.33,1.7,1.0,0.03,0.0,523,73.8,2372,240,80.8,212,77.9,44,58.7,1.3,-0.5,13,63,18,5,3,21,41,1,30,19,14,13,3,18,36,50.0,32,7,20,50,20,0,936,43,216,513,222,22,23,8,34.8,60.9,462,910,16,3,18,20,42,2,125,27,50.9
2216,gio reyna_2002_nott'ham forest,Gio Reyna,USA,Gio,Reyna,FW,MF,Nott'ham Forest,Premier League,20,2002,2.6,1,1,0,0,0,0.5,0.8,3,12,14,0,5,2,40.0,0.00,0.00,0.3,0.3,0.06,-0.3,118,84.3,374,69,93.2,40,88.9,7,53.8,0.4,+0.5,7,5,2,0,0,8,12,2,7,3,4,0,3,3,6,50.0,3,0,2,9,0,0,173,2,18,71,84,12,7,3,42.9,57.1,83,101,2,2,4,3,2,0,14,7,43.8
2217,gio reyna_2002_dortmund,Gio Reyna,USA,Gio,Reyna,MF,FW,Dortmund,Bundesliga,20,2002,3.1,0,0,0,1,0,0.8,1.6,8,20,19,0,8,2,25.0,0.00,0.00,0.8,0.8,0.10,-0.8,166,86.0,582,105,93.8,51,81.0,5,71.4,1.1,-0.8,7,15,7,2,0,4,25,2,9,6,3,4,2,2,5,40.0,5,1,2,11,5,0,239,9,30,110,103,15,8,5,62.5,37.5,144,312,6,2,7,2,5,1,19,4,44.4
2218,chadi riad_2003_betis,Chadi Riad,MAR,Chadi,Riad,DF,,Betis,La Liga,20,2003,24.0,0,0,0,1,0,0.2,0.9,4,34,1,0,11,5,45.5,0.00,0.00,0.7,0.7,0.07,-0.7,1074,89.6,5584,423,93.8,568,94.7,62,55.9,0.2,-0.2,2,20,0,0,0,0,12,0,35,24,17,18,0,17,27,63.0,23,14,23,58,108,0,1426,194,871,532,27,15,0,0,0,0,831,1926,7,0,2,15,7,1,110,44,53.7
2219,alexsandro ribeiro_1999_lille,Alexsandro Ribeiro,BRA,Alexsandro,Ribeiro,DF,,Lille,Ligue 1,23,1999,24.7,0,0,0,6,1,0.5,2.6,15,82,7,0,17,2,11.8,0.00,0.00,2.0,2.0,0.12,-2.0,1615,89.5,10802,584,94.5,868,92.9,128,63.7,0.7,-0.5,5,83,5,0,3,2,11,1,32,22,24,8,0,16,31,51.6,25,15,35,67,116,5,2069,213,893,1121,64,25,10,4,40.0,30.0,1584,3888,10,2,7,27,37,1,124,39,69.6
2220,rodrigo ribeiro_2005_nott'ham forest,Rodrigo Ribeiro,POR,Rodrigo,Ribeiro,MF,FW,Nott'ham Forest,Premier League,18,2005,0.2,0,0,0,0,0,0.0,0.0,2,2,1,0,0,0,0,0,0,0.0,0.0,0,0.0,6,75.0,35,2,50.0,3,100.0,0,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,1,1,0,0,12,0,1,4,7,2,1,0,0.0,100.0,7,43,1,0,1,1,0,0,1,2,66.7
2221,samuele ricci_2001_torino,Samuele Ricci,ITA,Samuele,Ricci,MF,,Torino,Serie A,21,2001,26.6,2,3,1,8,1,2.3,3.6,47,122,73,1,30,5,16.7,0.03,0.20,1.3,1.3,0.04,-0.3,1121,85.6,4368,524,91.3,496,90.0,71,60.7,2.4,-0.3,26,103,24,4,1,54,68,7,33,18,17,12,4,15,23,65.2,21,3,27,60,25,0,1516,41,235,929,363,28,29,9,31.0,62.1,944,2405,35,7,12,37,46,3,125,17,40.5
2222,declan rice_1999_arsenal,Declan Rice,ENG,Declan,Rice,MF,,Arsenal,Premier League,24,1999,35.8,8,15,7,5,0,5.3,8.6,75,278,64,7,58,20,34.5,0.12,0.35,3.3,3.3,0.06,+3.7,2041,88.9,9378,958,92.9,910,93.3,137,65.2,4.8,+2.7,47,240,39,2,2,60,100,12,83,51,37,38,8,32,57,56.1,37,11,44,127,52,0,2650,100,581,1398,696,67,46,21,45.7,43.5,1675,5139,70,16,22,34,13,2,178,39,47.6
2223,chris richards_2000_crystal palace,Chris Richards,USA,Chris,Richards,DF,MF,Crystal Palace,Premier League,23,2000,23.3,1,2,1,3,0,0.4,1.0,1,43,1,1,11,3,27.3,0.09,0.33,0.6,0.6,0.05,+0.4,778,82.6,4341,362,87.7,341,87.7,58,58.0,0.2,+0.6,6,41,2,0,1,1,16,3,46,28,21,22,3,20,30,66.7,32,12,27,73,109,0,1195,157,557,568,77,21,1,1,100.0,0.0,574,890,6,0,4,12,7,1,88,61,58.1
2224,amir richardson_2002_reims,Amir Richardson,MAR,Amir,Richardson,MF,,Reims,Ligue 1,21,2002,15.0,1,4,3,4,0,1.1,2.8,28,72,40,3,17,8,47.1,0.18,0.38,1.6,1.6,0.10,+1.4,534,82.0,1944,235,83.6,245,86.3,46,70.8,1.4,-0.1,12,51,7,2,3,13,29,1,33,23,12,18,3,10,22,45.5,26,5,15,48,30,0,855,45,166,487,214,20,26,8,30.8,69.2,593,1511,28,3,21,30,22,0,86,17,60.7
2225,richarlison_1997_tottenham,Richarlison,BRA,Richarlison,,FW,,Tottenham,Premier League,26,1997,16.6,4,15,11,3,0,2.1,11.7,26,38,106,11,62,25,40.3,0.18,0.44,9.6,9.6,0.15,+1.4,267,68.1,956,153,79.3,85,71.4,10,66.7,1.4,+1.9,15,21,13,1,2,14,34,5,16,11,4,8,4,2,10,20.0,32,6,8,24,23,0,652,33,88,248,322,121,37,10,27.0,62.2,394,712,11,17,40,20,30,12,42,25,30.5
2226,marco richter_1997_mainz 05,Marco Richter,GER,Marco,Richter,MF,FW,Mainz 05,Bundesliga,25,1997,8.0,0,1,1,3,0,1.3,3.2,20,30,53,1,38,9,23.7,0.03,0.11,1.9,1.9,0.05,-0.9,184,63.2,1076,91,82.0,59,60.2,26,44.8,2.1,-1.3,11,23,11,3,4,36,28,1,10,4,5,3,2,4,11,36.4,9,0,2,12,1,0,426,3,42,175,214,37,37,16,43.2,48.6,239,651,11,9,12,10,17,3,37,3,13.6
2227,diego rico_1993_getafe,Diego Rico,ESP,Diego,Rico,DF,,Getafe,La Liga,30,1993,28.2,7,7,0,10,0,3.8,4.1,28,119,79,0,18,5,27.8,0.00,0.00,0.3,0.3,0.02,-0.3,993,66.4,8646,482,84.6,384,67.8,104,39.0,3.4,+3.2,39,106,40,32,2,130,61,6,64,48,32,23,9,41,76,53.9,25,8,41,105,76,0,1809,80,458,900,467,6,33,11,33.3,60.6,758,1419,36,1,20,32,55,2,164,29,59.2
2228,clemens riedel_2003_darmstadt 98,Clemens Riedel,GER,Clemens,Riedel,DF,,Darmstadt 98,Bundesliga,20,2003,8.4,0,0,0,2,0,0.7,1.0,4,47,27,0,8,3,37.5,0.00,0.00,0.3,0.3,0.03,-0.3,490,85.1,3088,164,88.6,266,93.0,55,65.5,0.3,-0.7,6,37,3,0,0,8,20,2,22,13,16,5,1,15,24,62.5,11,3,11,33,26,0,667,49,261,339,73,6,8,4,50.0,50.0,424,1146,10,0,2,10,4,0,57,11,44.0
2229,fabian rieder_2002_rennes,Fabian Rieder,SUI,Fabian,Rieder,MF,,Rennes,Ligue 1,21,2002,4.1,0,1,1,0,0,0.6,0.9,10,41,18,1,5,2,40.0,0.20,0.50,0.3,0.3,0.06,+0.7,169,79.7,976,63,82.9,84,86.6,16,55.2,0.3,-0.6,4,25,6,1,0,9,13,0,13,7,2,9,2,6,11,54.5,3,1,5,18,2,0,255,6,25,159,76,7,5,2,40.0,60.0,191,396,6,1,3,10,6,0,24,6,66.7
2230,jaïro riedewald_1996_crystal palace,Jaïro Riedewald,NED,Jaïro,Riedewald,MF,FW,Crystal Palace,Premier League,26,1996,2.6,0,0,0,0,0,0.0,0.0,3,10,3,0,1,0,0.0,0.00,0,0.0,0.0,0.02,0.0,87,77.0,331,37,88.1,40,87.0,5,38.5,0.1,0.0,0,5,2,0,0,3,1,0,9,3,2,4,3,3,6,50.0,0,0,2,11,2,0,138,3,23,79,37,6,3,1,33.3,66.7,63,79,0,2,2,3,2,0,14,3,75.0
2231,manuel riemann_1988_bochum,Manuel Riemann,GER,Manuel,Riemann,GK,,Bochum,Bundesliga,34,1988,33.0,0,0,0,5,0,0.2,0.2,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1031,60.1,30871,129,97.0,332,96.8,566,46.2,0.4,-0.2,4,92,7,2,0,4,29,3,2,1,2,0,0,2,4,50.0,0,0,1,3,25,1,1820,1045,1649,172,5,0,1,1,100.0,0.0,1108,4104,1,0,0,2,4,0,81,14,82.4
2232,luis rioja_1993_alavés,Luis Rioja,ESP,Luis,Rioja,FW,MF,Alavés,La Liga,29,1993,27.8,4,9,2,4,0,3.9,6.9,70,77,173,5,53,15,28.3,0.04,0.13,6.1,3.0,0.06,-1.0,551,64.4,2662,280,79.8,193,69.2,56,42.1,4.2,+0.1,41,25,38,19,2,174,81,7,27,19,10,12,5,14,43,32.6,28,1,16,43,28,0,1123,24,150,382,619,62,71,41,57.7,32.4,611,2161,51,18,20,22,18,10,128,10,30.3
2233,rémy riou_1987_lyon,Rémy Riou,FRA,Rémy,Riou,GK,,Lyon,Ligue 1,35,1987,3.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,80,76.9,1171,24,96.0,44,97.8,12,35.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,1,107,95,106,1,0,0,0,0,0,0,71,214,0,0,0,0,1,0,4,2,66.7
2234,rodrigo riquelme_2000_atlético madrid,Rodrigo Riquelme,ESP,Rodrigo,Riquelme,DF,MF,Atlético Madrid,La Liga,23,2000,17.0,5,8,3,1,0,3.1,5.9,87,53,166,3,37,16,43.2,0.08,0.19,2.7,2.7,0.07,+0.3,501,74.4,2141,317,86.4,134,74.9,26,44.1,3.7,+1.9,28,25,30,8,1,65,61,11,30,19,18,4,8,18,46,39.1,19,0,9,39,20,0,918,20,172,302,457,85,64,24,37.5,59.4,586,2241,54,28,16,11,29,9,98,5,23.8
2235,alberto risco_2005_getafe,Alberto Risco,ESP,Alberto,Risco,MF,,Getafe,La Liga,17,2005,1.5,0,0,0,0,0,0.3,0.4,3,6,14,0,2,1,50.0,0.00,0.00,0.1,0.1,0.04,-0.1,39,83.0,115,25,92.6,14,77.8,0,0,0.2,-0.3,4,2,2,0,0,1,8,0,2,2,1,1,0,0,4,0.0,0,0,0,2,1,0,65,1,5,26,34,5,4,2,50.0,25.0,37,84,2,0,2,1,1,0,3,0,0.0
2236,mihailo ristić_1995_celta vigo,Mihailo Ristić,SRB,Mihailo,Ristić,DF,MF,Celta Vigo,La Liga,27,1995,9.0,0,0,0,2,0,0.1,0.5,24,30,42,0,10,4,40.0,0.00,0.00,0.3,0.3,0.03,-0.3,371,72.3,2352,205,88.0,137,79.7,21,29.6,0.5,-0.1,6,31,3,3,0,39,20,0,15,9,9,6,0,9,12,75.0,9,2,10,25,23,0,624,31,161,266,203,8,23,7,30.4,47.8,326,1006,22,3,8,12,14,0,67,9,56.3
2237,matt ritchie_1989_newcastle utd,Matt Ritchie,SCO,Matt,Ritchie,FW,MF,Newcastle Utd,Premier League,33,1989,1.4,0,1,1,1,0,0.0,1.0,5,8,13,1,6,4,66.7,0.17,0.25,1.0,1.0,0.16,0.0,70,75.3,234,45,84.9,22,84.6,2,22.2,0.1,0.0,0,5,3,0,0,7,3,1,5,3,2,2,1,2,4,50.0,3,2,1,6,5,0,125,6,26,42,57,9,2,0,0.0,50.0,58,160,5,2,1,2,1,0,5,0,0.0
2238,gorka rivera alonso_2004_getafe,Gorka Rivera Alonso,ESP,Gorka,Rivera Alonso,DF,,Getafe,La Liga,18,2004,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,4,66.7,71,2,100.0,1,100.0,1,33.3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
2239,sergi roberto_1992_barcelona,Sergi Roberto,ESP,Sergi,Roberto,MF,DF,Barcelona,La Liga,31,1992,9.6,2,5,3,4,0,0.8,2.4,13,50,33,3,10,4,40.0,0.30,0.75,1.7,1.7,0.17,+1.3,582,89.0,1875,341,93.7,192,91.0,23,67.6,0.8,+1.2,9,57,3,1,0,9,24,3,15,10,4,10,1,3,11,27.3,7,2,8,23,7,1,737,10,112,448,179,28,6,3,50.0,16.7,395,1028,18,4,7,8,7,1,44,12,52.2
2240,lucas robertone_1997_almería,Lucas Robertone,ARG,Lucas,Robertone,MF,,Almería,La Liga,26,1997,26.5,5,5,0,11,0,2.5,3.5,31,128,37,0,37,13,35.1,0.00,0.00,1.0,1.0,0.03,-1.0,1107,81.2,5863,537,90.4,423,84.9,122,58.4,2.2,+2.5,34,115,19,9,10,67,75,7,61,33,28,23,10,25,50,50.0,43,9,51,112,43,0,1675,72,405,975,316,17,21,8,38.1,42.9,873,2061,27,4,16,38,54,2,163,38,56.7
2241,connor roberts_1995_burnley,Connor Roberts,WAL,Connor,Roberts,DF,,Burnley,Premier League,27,1995,9.1,1,1,0,5,1,0.2,0.2,6,38,13,0,0,0,0,0,0,0.0,0.0,0,0.0,395,79.8,2370,162,89.0,194,87.4,34,50.7,0.4,+0.8,7,32,8,2,0,10,18,3,12,5,6,4,2,8,17,47.1,8,6,4,16,25,2,557,28,182,259,120,6,2,0,0.0,100.0,309,620,10,0,1,5,9,3,40,6,46.2
2242,andrew robertson_1994_liverpool,Andrew Robertson,SCO,Andrew,Robertson,DF,,Liverpool,Premier League,29,1994,18.8,2,5,3,2,0,5.4,7.3,63,140,130,3,12,6,50.0,0.25,0.50,1.9,1.9,0.16,+1.1,1248,80.7,7231,609,93.1,495,84.3,122,51.0,4.4,-3.4,62,118,26,12,0,184,97,5,35,24,21,11,3,26,43,60.5,20,6,13,48,40,0,1713,67,387,789,548,55,17,5,29.4,70.6,979,2638,40,6,6,9,5,3,104,14,53.8
2243,antonee robinson_1997_fulham,Antonee Robinson,USA,Antonee,Robinson,DF,,Fulham,Premier League,25,1997,36.3,6,6,0,6,0,4.2,4.8,99,129,194,0,16,7,43.8,0.00,0.00,0.7,0.7,0.04,-0.7,1514,73.7,9830,664,83.4,643,79.1,176,54.3,3.7,+1.8,33,113,46,26,1,132,69,7,93,58,60,26,7,52,110,47.3,56,8,80,173,117,3,2536,165,930,977,660,63,81,37,45.7,43.2,1267,4004,70,9,16,34,20,3,227,42,60.9
2244,jack robinson_1993_sheffield utd,Jack Robinson,ENG,Jack,Robinson,DF,,Sheffield Utd,Premier League,29,1993,32.1,1,2,1,10,0,1.2,2.4,8,63,14,1,14,5,35.7,0.07,0.20,1.2,1.2,0.09,-0.2,894,71.3,7680,318,87.4,452,81.6,113,39.5,1.0,-0.2,12,66,7,4,1,12,23,1,43,28,29,14,0,25,39,64.1,49,33,33,76,132,2,1567,235,793,606,177,31,11,5,45.5,27.3,685,1429,6,1,5,19,16,1,135,69,60.5
